company,"Specific Bean Origin or Bar Name",REF,grading_year,"Cocoa Percent","Company Location",flavor_rating,"Bean Type",country_of_origin,Flavor Rating (1-10)
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.50,Criollo,Nicaragua,7
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75,Criollo,Nicaragua,7.5
Duffy's,Ocumare,923,2012,72%,U.K.,3.75, ,Venezuela,7.5
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75,Criollo,Honduras,7.5
Duffy's,Dominican Republic,661,2011,65%,U.K.,3.50, ,Dominican Republic,7
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3.00, ,Panama,6
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25,Criollo,Nicaragua,6.5
Duffy's,Ocumare,765,2011,71%,U.K.,3.50, ,Venezuela,7
Duffy's,Panama,516,2010,70%,U.K.,3.50, ,Panama,7
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75, ,Ecuador,7.5
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.50, ,Ecuador,5
Duffy's,Star of Peru,523,2010,70%,U.K.,3.75, ,Peru,7.5
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25, ,Dominican Republic,6.5
Durand,Madagascar,841,2012,82%,France,2.75,Trinitario,Madagascar,5.5
Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3.50,Forastero (Nacional),Peru,7
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.50,Trinitario,Venezuela,7
Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25, ,Domincan Republic,6.5
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25,Trinitario,Venezuela,6.5
Durci,Corona Arriba,1630,2015,70%,U.S.A.,4.00, ,Ecuador,8
East Van Roasters,Peru,1343,2014,70%,Canada,3.25, ,Peru,6.5
East Van Roasters,Madagascar,1343,2014,70%,Canada,3.50,Trinitario,Madagascar,7
East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75, ,Dominican Republic,7.5
Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25, ,Colombia,6.5
Eau de Rose,Arauca,1812,2016,70%,Canada,3.25, ,Colombia,6.5
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75,Forastero (Nacional),Peru,5.5
Edelmond,Porcelana,1876,2016,68%,Germany,3.00,Criollo,Venezuela,6
El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75, ,Bolivia,7.5
El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75, ,Bolivia,5.5
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75, ,Venezuela,7.5
El Rey,"Rio Caribe, Cariaco",439,2009,60.50%,Venezuela,2.75,Trinitario,Venezuela,5.5
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3.00,Trinitario,Venezuela,6
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.50,Criollo,Venezuela,5
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.50,Criollo,Venezuela,5
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3.00,Criollo,Venezuela,6
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75,Criollo,Venezuela,5.5
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75, ,St. Lucia,5.5
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25, ,St. Lucia,6.5
Emily's,Patanemo,1450,2015,79%,Japan,3.00, ,Venezuela,6
Emily's,Peru,1454,2015,78%,Japan,3.50,Criollo,Peru,7
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25, ,Honduras,6.5
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25,Forastero,Sao Tome & Principe,6.5
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25,Trinitario,Vietnam,6.5
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3.00,Trinitario,Vietnam,6
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25,Trinitario,Vietnam,6.5
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75,Trinitario,Venezuela,5.5
Escazu,Guapiles,414,2009,65%,U.S.A.,2.00, ,Costa Rica,4
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.50,Criollo,Venezuela,7
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75, ,"Cost Rica, Ven",5.5
Escazu,Ocumare,252,2008,72%,U.S.A.,3.00,Criollo,Venezuela,6
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.50, ,"Peru, Madagascar",5
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.50,Trinitario,Trinidad,5
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.50,Criollo (Porcelana),Venezuela,5
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75, , ,5.5
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.50, ,"Venezuela, Trinidad",5
Ethereal,Belize,1275,2014,80%,U.S.A.,3.00,Trinitario,Belize,6
Ethereal,Ecuador,1275,2014,80%,U.S.A.,3.50, ,Ecuador,7
Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75, ,Dominican Republic,7.5
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75, ,Brazil,5.5
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3.00, ,Jamaica,6
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.50, ,Venezuela,5
Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,2.75,Trinitario,Belize,5.5
Felchlin,Grenada,494,2010,58%,Switzerland,3.50,Trinitario,Grenada,7
Felchlin,Supremo- SF,105,2006,62%,Switzerland,2.00, , ,4
Felchlin,Elvesia P.,105,2006,74%,Switzerland,3.00,"Trinitario, Criollo",Dominican Republic,6
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3.00,Criollo,Madagascar,6
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3.00,Criollo,Venezuela,6
Felchlin,Arriba,48,2006,72%,Switzerland,3.50,Forastero (Arriba),Ecuador,7
Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4.00,Criollo (Wild),Bolivia,8
Finca,Puerto Rico,1283,2014,65%,U.S.A.,2.25, ,Puerto Rico,4.5
Finca,Dominican Republic,1283,2014,80%,U.S.A.,3.00, ,Dominican Republic,6
Finca,Dominican Republic,1283,2014,70%,U.S.A.,3.25, ,Dominican Republic,6.5
Finca,Dominican Republic,1287,2014,85%,U.S.A.,2.50, ,Dominican Republic,5
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75,Criollo,Peru,5.5
Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,2.75, ,Domincan Republic,5.5
Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,2.75, ,Domincan Republic,5.5
Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,2.75, ,Madagascar,5.5
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,Singapore,3.50, ,Ecuador,7
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75,Trinitario,Tanzania,7.5
Franceschi,Choroni,1355,2014,70%,Venezuela,3.50, ,Venezuela,7
Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75, ,Venezuela,7.5
Franceschi,Canoabo,911,2012,70%,Venezuela,3.75, ,Venezuela,7.5
Franceschi,Sur del Lago,915,2012,60%,Venezuela,3.50, ,Venezuela,7
Frederic Blondeel,Costa Rica,1538,2015,70%,Belgium,3.50, ,Costa Rica,7
Frederic Blondeel,Peru Brutus,1538,2015,75%,Belgium,3.50, ,Peru,7
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3.00,Trinitario,Vietnam,6
Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3.50,Forastero,Ghana,7
Frederic Blondeel,Madagascar,1351,2014,65%,Belgium,3.50,Trinitario,Madagascar,7
French Broad,"Norandino, batch 161208",1940,2017,70%,U.S.A.,3.50, ,Peru,7
French Broad,Guatemala,1634,2015,73%,U.S.A.,3.50, ,Guatemala,7
French Broad,San Andres,1209,2014,80%,U.S.A.,3.00, ,Costa Rica,6
French Broad,Matagalpa,1295,2014,68%,U.S.A.,3.25, ,Nicaragua,6.5
French Broad,"Palo Blanco, Chulucanas",1042,2013,66%,U.S.A.,3.50, ,Peru,7
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.50,Criollo,Peru,5
French Broad,"Palo Blanco, Chulucanas",883,2012,61%,U.S.A.,3.50, ,Peru,7
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2.00, ,Peru,4
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70%,U.S.A.,3.50,Forastero (Nacional),Peru,7
French Broad,La Red,785,2011,65%,U.S.A.,3.50, ,Dominican Republic,7
Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3.00,Forastero (Nacional),Peru,6
Fresco,"Maranon, #227, LR, MC",1383,2014,70%,U.S.A.,3.50,Forastero (Nacional),Peru,7
Fresco,"Maranon, #229, MR, LC",1383,2014,70%,U.S.A.,3.50,Forastero (Nacional),Peru,7
Fresco,"Maranon, #230, DR, LC",1387,2014,70%,U.S.A.,3.50,Forastero (Nacional),Peru,7
Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3.25, ,Dominican Republic,6.5
Fresco,"Conacado, #224, MR, MC",1081,2013,72%,U.S.A.,3.75, ,Dominican Republic,7.5
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70%,U.S.A.,3.75, ,Peru,7.5
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70%,U.S.A.,4.00,Trinitario,Peru,8
Fresco,"Markham Valley, #219, LR, MC",899,2012,69%,U.S.A.,3.50, ,Papua New Guinea,7
Fresco,"Markham Valley, #221, DR, MC",899,2012,69%,U.S.A.,3.50, ,Papua New Guinea,7
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74%,U.S.A.,4.00,Trinitario,Madagascar,8
Fresco,"Markham Valley, #220, MR, MC",927,2012,69%,U.S.A.,4.00,Trinitario,Papua New Guinea,8
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3.00,Trinitario,Papua New Guinea,6
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75,Forastero,Ghana,5.5
Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3.25,Trinitario,Jamaica,6.5
Fresco,"Conacado, #212, LR, SC",642,2011,72%,U.S.A.,3.50, ,Dominican Republic,7
Fresco,"Jamaica, #210, DR, MC",642,2011,70%,U.S.A.,3.50,Trinitario,Jamaica,7
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,2.75,Trinitario,Madagascar,5.5
Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3.25, ,Dominican Republic,6.5
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3.00,Trinitario,Madagascar,6
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25,Trinitario,Venezuela,6.5
Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4.00,Trinitario,Venezuela,8
Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,2.75,Trinitario,Jamaica,5.5
Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3.00,Trinitario,Jamaica,6
Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3.25,Trinitario,Jamaica,6.5
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.50,Criollo,Venezuela,7
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70%,Denmark,3.50, ,Nicaragua,7
Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3.00, ,Nicaragua,6
Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3.25, ,Nicaragua,6.5
Friis Holm (Bonnat),La Dalia,1259,2014,70%,Denmark,3.50, ,Nicaragua,7
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3.25, ,Nicaragua,6.5
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70%,Denmark,3.50, ,Nicaragua,7
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,6.5
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Honduras,6.5
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,6.5
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70%,Denmark,3.75, ,Nicaragua,7.5
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25,"Criollo, Trinitario",Nicaragua,6.5
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3.50,"Criollo, Trinitario",Nicaragua,7
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3.50,"Criollo, Trinitario",Nicaragua,7
Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75,Beniano,Bolivia,7.5
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4.00,Amazon mix,Costa Rica,8
Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75,Trinitario,Trinidad,7.5
Fruition,Maranon,1359,2014,76%,U.S.A.,3.00,Forastero (Nacional),Peru,6
Fruition,La Red,1046,2013,70%,U.S.A.,3.75, ,Dominican Republic,7.5
Fruition,Camino Verde,1185,2013,75%,U.S.A.,3.00, ,Ecuador,6
Fruition,Peru,863,2012,70%,U.S.A.,2.50, ,Peru,5
Fruition,Signature Blend,753,2011,66%,U.S.A.,3.25,Trinitario,Costa Rica,6.5
Fruition,Costa Rica,781,2011,70%,U.S.A.,3.00, ,Costa Rica,6
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.50,Blend,Hawaii,5
Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3.25,Trinitario,Madagascar,6.5
Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4.00,Forastero,Ghana,8
Georgia Ramon,Conacado Coop,1646,2015,70%,Germany,3.50,Trinitario,Domincan Republic,7
Georgia Ramon,Conacado Coop,1646,2015,80%,Germany,3.50,Trinitario,Domincan Republic,7
Georgia Ramon,Akesson P.,1646,2015,75%,Germany,3.50,Trinitario,Madagascar,7
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70%,U.S.A.,3.50, ,Belize,7
Glennmade,Bahia,1672,2015,66%,U.S.A.,3.00,"Trinitario, Forastero",Brazil,6
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,2.75, ,Mexico,5.5
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3.25, ,Nicaragua,6.5
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3.25, ,Guatemala,6.5
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3.00,Trinitario,Vietnam,6
Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2.50, , ,5
Green Bean to Bar,Madagascar,1896,2016,70%,Japan,3.50, ,Madagascar,7
Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3.25,Trinitario,Grenada,6.5
Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,2.75,Trinitario,Grenada,5.5
Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2.50,Trinitario,Grenada,5
Guido Castagna,Arriba,355,2009,64%,Italy,3.00,Forastero (Arriba) ASS,Ecuador,6
Guido Castagna,Ghana,355,2009,64%,Italy,3.00,Forastero,Ghana,6
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3.00, ,"Trinidad, Tobago",6
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3.00, ,Venezuela,6
Guido Castagna,Blend,355,2009,64%,Italy,3.25, ,"Ven, Trinidad, Ecuador",6.5
Guittard,"Epique, Blend No. 49",1602,2015,70%,U.S.A.,3.75, , ,7.5
Guittard,Haiti,1053,2013,65%,U.S.A.,2.75, ,Haiti,5.5
Guittard,Nicaragua,1053,2013,65%,U.S.A.,2.75, ,Nicaragua,5.5
Guittard,Jamaica,1053,2013,65%,U.S.A.,3.25,Trinitario,Jamaica,6.5
Guittard,Ecuador,1053,2013,65%,U.S.A.,3.50, ,Ecuador,7
Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,2.75, , ,5.5
Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3.25, , ,6.5
Guittard,Onyx,654,2011,72%,U.S.A.,3.25, , ,6.5
Guittard,Trinidad,552,2010,65%,U.S.A.,3.00,Trinitario,Trinidad,6
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3.00, ,Hawaii,6
Guittard,Nocturne,387,2009,91%,U.S.A.,3.00, , ,6
Guittard,Complexite,387,2009,70%,U.S.A.,3.50,Blend, ,7
Guittard,Machu Pichu,259,2008,65%,U.S.A.,3.00, ,Peru,6
Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3.00, , ,6
Guittard,Ocumare,276,2008,65%,U.S.A.,3.50, ,Venezuela,7
Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3.50,Blend, ,7
Guittard,Chucuri,15,2006,65%,U.S.A.,3.00,Trinitario,Colombia,6
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.50,"Trinitario, Criollo",Venezuela,5
Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3.50,"Criollo, +",Madagascar,7
Guittard,"Los Rios, Quevedo",93,2006,65%,U.S.A.,3.50,Forastero (Arriba),Ecuador,7
Guittard,Tsaranta,93,2006,61%,U.S.A.,3.50,Blend, ,7
Guittard,Semisweet,99,2006,61%,U.S.A.,3.00,Blend, ,6
Habitual,Papua New Guinea,1197,2014,80%,Canada,2.75, ,Papua New Guinea,5.5
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75, , ,5.5
Habitual,Dominican Republic,1197,2014,75%,Canada,3.25, ,Dominican Republic,6.5
Habitual,Trinitario,1197,2014,70%,Canada,3.50,Trinitario, ,7
Habitual,Downtown London,1201,2014,65%,Canada,2.75, , ,5.5
Habitual,Africa meets Latina,1201,2014,70%,Canada,3.00, , ,6
Habitual,Amazonas,1201,2014,80%,Canada,3.00, , ,6
Habitual,Sharkey,1201,2014,66%,Canada,3.25, ,Hawaii,6.5
Habitual,one hundred,1205,2014,100%,Canada,2.00, , ,4
Hachez,Arriba,166,2007,77%,Germany,2.50,Forastero (Arriba),Ecuador,5
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75,Trinitario,Ecuador,5.5
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3.00,Trinitario,Ecuador,6
Haigh,South America and Africa,701,2011,70%,Australia,3.00, ,"South America, Africa",6
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25, ,Brazil,6.5
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3.00, ,Brazil,6
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3.50, ,Brazil,7
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3.50, ,Brazil,7
Heilemann,Peru,1876,2016,64%,Germany,2.75, ,Peru,5.5
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25,Amazon,Belize,6.5
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.50,Amazon mix,Costa Rica,7
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.50,"Amazon, ICS",Bolivia,7
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3.00,Beniano,Bolivia,6
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75,EET,Ecuador,7.5
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75, ,Hawaii,7.5
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3.50, ,Hawaii,7
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.50,EET,Ecuador,7
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.50,EET,Ecuador,7
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75,"Amazon, ICS",Bolivia,7.5
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4.00,Beniano,Bolivia,8
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75,Forastero,Uganda,5.5
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.50,Criollo,Venezuela,7
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75, ,Tanzania,5.5
hexx,Madagascar,1546,2015,74%,U.S.A.,3.00,Trinitario,Madagascar,6
hexx,Venezuela,1546,2015,70%,U.S.A.,3.00, ,Venezuela,6
hexx,Ecuador,1550,2015,73%,U.S.A.,3.25, ,Ecuador,6.5
hexx,Peru,1550,2015,70%,U.S.A.,3.25, ,Peru,6.5
Hogarth,Akesson's Estate,1712,2016,70%,New Zealand,2.75,Trinitario,Madagascar,5.5
Hogarth,Carenero Superior,1712,2016,72%,New Zealand,2.75,Trinitario,Venezuela,5.5
Hogarth,Conacado,1712,2016,75%,New Zealand,3.25,Trinitario,Domincan Republic,6.5
Hogarth,Gran Blanco,1712,2016,66%,New Zealand,3.50,Criollo,Peru,7
Hoja Verde (Tulicorp),Arriba,414,2009,80%,Ecuador,2.00,Forastero (Arriba) ASS,Ecuador,4
Hoja Verde (Tulicorp),Manabi,414,2009,80%,Ecuador,2.50,Forastero (Arriba) ASS,Ecuador,5
Hoja Verde (Tulicorp),Arriba,414,2009,72%,Ecuador,3.00,Forastero (Arriba) ASS,Ecuador,6
Hoja Verde (Tulicorp),Arriba,414,2009,58%,Ecuador,3.25,Forastero (Arriba) ASS,Ecuador,6.5
Hoja Verde (Tulicorp),Manabi,414,2009,58%,Ecuador,3.50,Forastero (Arriba) ASS,Ecuador,7
Holy Cacao,Maranon,1872,2016,70%,Israel,2.75, ,Peru,5.5
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,70%,Israel,3.50, ,Ecuador,7
Holy Cacao,Sambirano,1466,2015,70%,Israel,3.50,Trinitario,Madagascar,7
Holy Cacao,Gran Couva,1466,2015,70%,Israel,3.50,Trinitario,Trinidad,7
Holy Cacao,Mara,1466,2015,70%,Israel,3.50, ,Venezuela,7
Holy Cacao,Ivory Coast,431,2009,70%,Israel,2.50, ,Ivory Coast,5
Holy Cacao,Hispaniola,431,2009,70%,Israel,2.75, ,Dominican Republic,5.5
Holy Cacao,San Martin,431,2009,70%,Israel,3.50, ,Peru,7
Holy Cacao,Hispaniola w/ nibs,431,2009,75%,Israel,3.75, ,Dominican Republic,7.5
Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2.50, ,Ecuador,5
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,2.75, ,St. Lucia,5.5
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4.00,Trinitario,St. Lucia,8
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,1.75,Trinitario,St. Lucia,3.5
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3.00,Trinitario,Trinidad,6
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3.50,Trinitario,Vietnam,7
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3.00,Forastero (Nacional),Ecuador,6
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3.00,Trinitario,Madagascar,6
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82%,U.K.,3.50,Forastero (Nacional),Ecuador,7
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,2.75, ,Peru,5.5
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2.50,Forastero (Nacional),Ecuador,5
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100%,U.K.,2.75, ,Dominican Republic,5.5
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66%,U.K.,3.50,"Trinitario, Criollo",Madagascar,7
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3.00,Forastero (Nacional),Ecuador,6
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3.00,Trinitario,St. Lucia,6
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3.25,Trinitario,St. Lucia,6.5
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,2.75, ,Ecuador,5.5
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3.00, ,Dominican Republic,6
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,2.75,Trinitario,Venezuela,5.5
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3.00, ,St. Lucia,6
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2.50,Forastero,Uganda,5
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,2.75, ,Tanzania,5.5
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3.00,Forastero,Sao Tome,6
Hummingbird,Lam Dong,1542,2015,70%,Canada,3.50,Trinitario,Vietnam,7
Hummingbird,Bolivia,1307,2014,70%,Canada,3.00,"Criollo, Trinitario",Bolivia,6
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3.00,"Criollo, Trinitario",Bolivia,6
Hummingbird,Momotombo,1311,2014,70%,Canada,3.00,Trinitario,Nicaragua,6
Hummingbird,Hispaniola,1311,2014,70%,Canada,3.75,Trinitario,Dominican Republic,7.5
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70%,Canada,3.50, ,Dominican Republic,7
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3.25,"Trinitario, Criollo",Venezuela,6.5
