"company","country_of_origin","flavor_rating","grading_year"
"Patric","Madagascar","4.0",2007
"Patric","Peru","4.0",2013
"Paul Young","Madagascar","2.25",2014
"Paul Young","Madagascar","2.75",2014
"Peppalo","Dominican Republic","3.0",2015
"Pierre Marcolini","Cameroon","3.25",2015
"Pierre Marcolini","Venezuela","3.0",2010
"Pierre Marcolini","Trinidad","3.25",2010
"Pierre Marcolini","Cuba","3.75",2010
"Pierre Marcolini","Peru","3.0",2010
"Pierre Marcolini","Brazil","3.0",2009
"Pierre Marcolini","Mexico","3.0",2009
"Pierre Marcolini","Venezuela, Java","4.0",2007
"Pierre Marcolini","Ecuador","3.75",2007
"Pierre Marcolini","Madagascar","4.0",2007
"Pierre Marcolini","Venezuela/ Ghana","3.5",2007
"Pierre Marcolini","Mexico","4.0",2006
"Pierre Marcolini","Indonesia","3.0",2006
"Pierre Marcolini","Venezuela","4.0",2006
"Pinellas","Honduras","2.5",2016
"Pitch Dark","Nicaragua","2.5",2015
"Pitch Dark","Nicaragua","2.75",2015
"Pitch Dark","Nicaragua","2.75",2015
"Pitch Dark","Nicaragua","2.75",2015
"Pitch Dark","Nicaragua","3.25",2015
"Pitch Dark","Madagascar","3.25",2014
"Pitch Dark","Fiji","2.5",2014
"Pitch Dark","Ecuador","3.25",2014
"Pitch Dark","Ecuador","3.5",2014
"Pomm (aka Dead Dog)","Dominican Republic","2.5",2012
"Pomm (aka Dead Dog)","Peru","2.75",2012
"Potomac","Domincan Republic","3.75",2016
"Potomac","Venezuela","3.75",2014
"Potomac","Costa Rica","3.5",2011
"Potomac","Costa Rica","3.0",2011
"Potomac","Peru","2.75",2011
"Potomac","Brazil","3.5",2011
"Potomac","Costa Rica","3.75",2010
"Pralus","Peru","3.25",2015
"Pralus","Venezuela","3.25",2011
"Pralus","Venezuela","3.5",2010
"Pralus","Venezuela","2.0",2009
"Pralus","Papua New Guinea","3.0",2008
"Pralus","Madagascar","3.0",2008
"Pralus","Dominican Republic","2.0",2008
"Pralus","Brazil","3.5",2008
"Pralus","Sao Tome","4.0",2007
"Pralus","Brazil","3.0",2006
"Pralus","Tanzania","3.5",2006
"Pralus","Sao Tome & Principe","3.5",2006
"Pralus","Trinidad","3.5",2006
"Pralus","Madagascar","3.75",2006
"Pralus","Indonesia","3.5",2006
"Pralus","Venezuela","3.5",2006
"Pralus","Jamaica","4.0",2006
"Pralus","Ecuador","3.0",2006
"Pralus","Vanuatu","3.0",2006
"Pralus","Ghana","3.25",2006
"Pralus","Colombia","3.5",2006
"Pralus","Ecuador","4.0",2006
"Pralus","Cuba","3.0",2006
"Pralus","Venezuela, Ghana","3.0",2006
"Pralus","Indonesia, Ghana","3.5",2006
"Pump Street Bakery","Ecuador","3.5",2016
"Pump Street Bakery","Grenada","3.5",2015
"Pump Street Bakery","Madagascar","3.5",2015
"Pump Street Bakery","Honduras","2.75",2015
"Pump Street Bakery","Venezuela","2.75",2014
"Pump Street Bakery","Ecuador","3.0",2014
"Pump Street Bakery","Madagascar","3.25",2014
"Pump Street Bakery","Ecuador","2.75",2014
"Pura Delizia","Venezuela","2.75",2012
"Q Chocolate","Brazil","3.25",2013
"Q Chocolate","Brazil","3.5",2013
"Q Chocolate","Brazil","2.75",2013
"Q Chocolate","Brazil","3.25",2013
"Q Chocolate","Brazil","3.0",2012
"Q Chocolate","Brazil","3.25",2012
"Quetzalli (Wolter)","Mexico","2.75",2016
"Quetzalli (Wolter)","Mexico","3.0",2016
"Raaka","Peru(SMartin,Pangoa,nacional)","3.0",2016
"Raaka","Congo","2.75",2015
"Raaka","Madagascar","3.25",2012
"Raaka","Dominican Republic","3.5",2011
"Rain Republic","Guatemala","2.75",2010
"Rancho San Jacinto","Ecuador","3.0",2010
"Ranger","Peru","2.5",2015
"Ranger","Peru","3.25",2015
"Ranger","Peru","3.5",2015
"Raoul Boulanger","Peru","3.25",2016
"Raw Cocoa"," ","2.5",2012
"Republica del Cacao (aka Confecta)","Ecuador","3.25",2010
"Republica del Cacao (aka Confecta)","Ecuador","2.5",2009
"Republica del Cacao (aka Confecta)","Ecuador","3.0",2007
"Republica del Cacao (aka Confecta)","Ecuador","3.5",2007
"Republica del Cacao (aka Confecta)","Ecuador","3.75",2007
"Ritual","Ecuador","3.75",2016
"Ritual","Ecuador","3.5",2015
"Ritual"," ","3.5",2015
"Ritual","Belize","3.75",2013
"Ritual","Peru","3.0",2013
"Ritual","Madagascar","4.0",2012
"Ritual","Ecuador","3.25",2012
"Ritual","Trinidad","3.5",2012
"Ritual","Costa Rica","3.5",2011
"Roasting Masters","Costa Rica","3.25",2016
"Roasting Masters","Costa Rica","3.25",2016
"Roasting Masters","Costa Rica","3.25",2016
"Robert (aka Chocolaterie Robert)","Madagascar","3.25",2013
"Robert (aka Chocolaterie Robert)","Madagascar","3.25",2013
"Rococo (Grenada Chocolate Co.)","Grenada","3.5",2012
"Rogue","Honduras","3.75",2016
"Rogue","Venezuela","3.75",2015
"Rogue","Bolivia","3.25",2015
"Rogue","Venezuela","3.75",2014
"Rogue","Madagascar","3.5",2013
"Rogue","Dominican Republic","3.5",2013
"Rogue","Bolivia","4.0",2013
"Rogue","Jamaica","3.75",2013
"Rogue","Ecuador","3.75",2012
"Rogue","Bolivia","3.0",2011
"Rogue","Peru","3.75",2010
"Rogue","Venezuela","3.5",2009
"Rogue","Dominican Republic","2.75",2008
"Rogue","Jamaica","2.75",2008
"Rogue","Madagascar","2.75",2008
"Rogue","Trinidad","3.0",2008
"Rozsavolgyi","Venezuela","2.5",2012
"Rozsavolgyi","Venezuela","2.25",2012
"Rozsavolgyi","Madagascar","2.5",2012
"Rozsavolgyi","Venezuela","3.5",2011
"Rozsavolgyi","Venezuela","2.5",2011
"Rozsavolgyi","Venezuela","3.5",2011
"Rozsavolgyi","Principe","2.75",2011
"S.A.I.D.","Madagascar","3.5",2010
"S.A.I.D."," ","1.5",2010
"S.A.I.D.","Dominican Republic","3.0",2010
"S.A.I.D.","Carribean","3.5",2010
"S.A.I.D."," ","3.5",2010
"Sacred","Central and S. America","2.75",2012
"Sacred","Central and S. America","3.25",2012
"Salgado","Brazil","3.5",2008
"Salgado","Ecuador","3.5",2008
"Salgado","Venezuela","3.5",2008
"Salgado","Ecuador","3.5",2008
"Santander (Compania Nacional)","Colombia","2.75",2009
"Santander (Compania Nacional)","Colombia","3.0",2009
"Santander (Compania Nacional)","Colombia","2.0",2006
"Santander (Compania Nacional)","Colombia","3.0",2006
"Santander (Compania Nacional)","Colombia","4.0",2006
"Santome","Sao Tome","2.75",2011
"Scharffen Berger","Peru","4.0",2012
"Scharffen Berger","Papua New Guinea","3.75",2011
"Scharffen Berger","Grenada","3.5",2010
"Scharffen Berger","Madagascar","3.75",2010
"Scharffen Berger","Brazil","3.75",2009
"Scharffen Berger","Ghana","4.0",2009
"Scharffen Berger","Vietnam","3.75",2009
"Scharffen Berger","Ven., Trinidad, Mad.","3.0",2008
"Scharffen Berger","Carribean(DR/Jam/Tri)","3.0",2007
"Scharffen Berger"," ","3.0",2007
"Scharffen Berger","Venezuela","3.75",2007
"Scharffen Berger","Carribean","3.0",2007
"Scharffen Berger"," ","2.0",2006
"Scharffen Berger"," ","3.5",2006
"Scharffen Berger","Ghana & Madagascar","2.0",2006
"Scharffen Berger","Jamaica","2.0",2006
"Scharffen Berger"," ","3.0",2006
"Seaforth","Domincan Republic","2.75",2015
"Seaforth","Grenada","2.75",2015
"Shark Mountain","Jamaica","3.25",2015
"Shark Mountain","Papua New Guinea","3.5",2015
"Shark Mountain","Venezuela","2.75",2015
"Shark Mountain","Dominican Republic","3.5",2015
"Shark Mountain","Ecuador","3.0",2014
"Shark Mountain","Belize","3.25",2014
"Shark's","Hawaii","2.0",2011
"Shark's","Hawaii","2.5",2011
"Shattel","Peru","3.25",2016
"Shattell","Peru","3.5",2011
"Sibu","Costa Rica","3.25",2015
"Sibu","Costa Rica","3.5",2015
"Sibu Sura","Peru","2.5",2012
"Silvio Bessone","Belize","3.0",2011
"Silvio Bessone","Sao Tome","3.25",2011
"Silvio Bessone","Brazil","3.25",2011
"Silvio Bessone","Colombia","3.0",2011
"Sirene","Bolivia","3.5",2016
"Sirene","Tanzania","3.5",2016
"Sirene","Ecuador","3.75",2016
"Sirene","Madagascar","3.0",2015
"Sirene","Ecuador","3.0",2015
"Sirene","Guatemala","3.0",2015
"Sirene","Guatemala","3.25",2015
"Sirene","Haiti","3.25",2015
"Sirene","Madagascar","3.75",2014
"Sirene","Madagascar","3.75",2014
"Sirene","Ecuador","3.75",2014
"Sjolinds","Ghana","2.75",2015
"Sjolinds","Nicaragua","3.0",2015
"Smooth Chocolator, The","Dominican Republic","3.5",2017
"Smooth Chocolator, The","Venezuela","3.75",2016
"Smooth Chocolator, The","Ecuador","4.0",2016
"Smooth Chocolator, The","Belize","3.75",2016
"Smooth Chocolator, The","Vietnam","3.0",2016
"Smooth Chocolator, The","Australia","3.75",2016
"Smooth Chocolator, The","Guatemala","3.25",2016
"Smooth Chocolator, The","Madagascar","3.25",2015
"Smooth Chocolator, The","Madagascar","3.5",2015
"Smooth Chocolator, The","Tanzania","3.75",2015
"Smooth Chocolator, The","Trinidad","3.75",2015
"Smooth Chocolator, The","Ecuador","4.0",2015
"Smooth Chocolator, The","Bolivia","2.75",2015
"Smooth Chocolator, The","Papua New Guinea","3.5",2015
"Smooth Chocolator, The","Peru","3.0",2015
"Smooth Chocolator, The","Venezuela","3.75",2015
"Snake & Butterfly","Ghana","1.5",2011
"Snake & Butterfly","Madagascar","3.0",2010
"Snake & Butterfly","Ecuador","3.25",2010
"Sol Cacao","Ecuador","3.5",2016
"Sol Cacao","Madagascar","3.0",2015
"Solkiki","Peru","2.75",2016
"Solkiki","Domincan Republic","2.75",2016
"Solomons Gold","Solomon Islands","3.25",2016
"Solomons Gold","Solomon Islands","3.25",2016
"Solstice","Uganda","3.0",2014
"Solstice","Madagascar","3.0",2013
"Solstice","Venezuela","3.0",2013
"Solstice","Bolivia","3.25",2013
"Solstice","Peru","3.25",2013
"Solstice"," ","3.5",2013
"Soma","Domincan Republic","3.5",2016
"Soma","Madagascar","3.5",2016
"Soma","Brazil","3.5",2016
"Soma","Ven.,Ecu.,Peru,Nic.","3.75",2016
"Soma","Nicaragua","3.75",2016
"Soma","Vietnam","4.0",2016
"Soma","Ecuador","3.25",2016
"Soma","Venezuela","3.5",2015
"Soma","Venezuela","4.0",2015
"Soma","Nicaragua","3.5",2014
"Soma","Peru","3.75",2014
"Soma","Nicaragua","3.25",2014
"Soma","Ecuador","3.5",2014
"Soma","Vanuatu","3.75",2014
"Soma","Madagascar & Ecuador","3.25",2014
"Soma","Dominican Republic","3.75",2013
"Soma","Indonesia","3.25",2013
"Soma","Peru","2.75",2013
"Soma","Trinidad","3.75",2013
"Soma"," ","3.25",2013
"Soma","Venezuela","3.75",2013
"Soma","Guat., D.R., Peru, Mad., PNG","4.0",2013
"Soma","Venezuela","4.0",2013
"Soma","Peru, Dom. Rep","4.0",2013
"Soma","Venezuela","3.25",2013
"Soma","Jamaica","4.0",2013
"Soma","Haiti","3.25",2012
"Soma","Hawaii","3.75",2012
"Soma","Dom. Rep., Madagascar","4.0",2012
"Soma","Gre., PNG, Haw., Haiti, Mad","4.0",2012
"Soma","Guatemala","3.5",2012
"Soma","Venezuela","3.75",2012
"Soma","Mad., Java, PNG","3.5",2012
"Soma","Papua New Guinea","3.5",2012
"Soma","Grenada","2.75",2011
"Soma","Bolivia","3.5",2011
"Soma","Peru","4.0",2011
"Soma","Ven, Bolivia, D.R.","4.0",2011
"Soma","Dominican Republic","3.75",2011
"Soma","Venezuela","3.5",2011
"Soma","DR, Ecuador, Peru","3.75",2010
"Soma","Dominican Republic","3.0",2009
"Soma","Ghana","3.5",2009
"Soma","Dominican Republic","3.0",2009
"Soma","Papua New Guinea","3.5",2009
"Soma","Madagascar","3.75",2009
"Soma","Venezuela","3.75",2009
"Somerville","Nicaragua","3.25",2014
"Somerville","Hawaii","3.5",2014
"Soul","Dominican Republic","3.25",2017
"Soul","Madagascar","3.5",2017
"Soul","Venezuela","3.5",2017
"Soul","Ecuador","3.25",2017
"Soul","Papua New Guinea","3.25",2017
"Soul","Tanzania","3.5",2017
"Spagnvola","Dominican Republic","3.0",2012
"Spagnvola","Dominican Republic","3.0",2012
"Spagnvola","Dominican Republic","3.25",2012
"Spencer","Dominican Republic","3.75",2017
"Spencer","Ecuador","3.5",2017
"Spencer","Peru","2.75",2017
"Spencer","Domincan Republic","3.5",2016
"Spencer","Ecuador","3.75",2016
"Spencer","Madagascar","3.75",2016
"Spencer","Vanuatu","2.75",2014
"Sprungli (Felchlin)","Bolivia","3.0",2013
"SRSLY","Dominican Republic","3.0",2013
"SRSLY","Dominican Republic","2.25",2013
"Starchild","Ecuador","3.0",2015
"Starchild","Domincan Republic","3.0",2015
"Starchild","Guatemala","3.0",2015
"Starchild","Nicaragua","3.0",2015
"Starchild","Madagascar","3.0",2015
"Stella (aka Bernrain)","Brazil","2.75",2012
"Stella (aka Bernrain)","India","3.25",2011
"Stone Grindz","Ecuador","3.5",2014
"Stone Grindz","Ecuador","3.5",2014
"StRita Supreme","Philippines","2.5",2012
"StRita Supreme","Philippines","2.5",2012
"StRita Supreme","Philippines","2.75",2012
"Sublime Origins","Madagascar","2.75",2013
"Sublime Origins","Belize","3.25",2013
"Summerbird","Peru","2.5",2016
"Summerbird","Peru","3.0",2016
"Suruca Chocolate","Venezuela","2.75",2016
"Suruca Chocolate","Venezuela","3.0",2016
"Svenska Kakaobolaget","Sri Lanka","2.75",2015
"Szanto Tibor","Ecuador","3.25",2015
"Szanto Tibor","Cuba","3.25",2015
"Szanto Tibor","Madagascar","3.25",2015
"Szanto Tibor","Ecuador","3.75",2015
"Szanto Tibor","Vietnam","3.25",2015
"Szanto Tibor","Brazil","3.5",2015
"Szanto Tibor","Venezuela","3.5",2014
"Szanto Tibor","Cuba","3.75",2014
"Szanto Tibor","Madagascar","3.5",2013
"Szanto Tibor","Madagascar","3.5",2013
"Szanto Tibor","Nicaragua","3.25",2013
"Szanto Tibor","Dominican Republic","3.25",2012
"Szanto Tibor","Madagascar","3.25",2012
"Szanto Tibor","Peru","3.75",2012
"Szanto Tibor","Venezuela","3.0",2011
"Tabal","Costa Rica","2.75",2013
"Tabal","Dominican Republic","2.75",2013
"Tabal","Mexico","2.5",2013
"Tabal","Peru","3.0",2013
"Tablette (aka Vanillabeans)","Colombia","3.0",2015
"Tablette (aka Vanillabeans)","Papua New Guinea","3.25",2015
"Tablette (aka Vanillabeans)","Vietnam","3.25",2015
"Tablette (aka Vanillabeans)","Trinidad","2.75",2015
"Tan Ban Skrati","Suriname","3.25",2016
"Taza","Belize","3.0",2014
"Taza","Bolivia","3.25",2011
"Taza","Mexico","2.75",2009
"Taza","Dominican Republic","3.0",2007
"TCHO","West Africa","2.0",2016
"TCHO","Peru, Ecuador","3.25",2012
"TCHO"," ","2.75",2009
"TCHO"," ","3.0",2009
"TCHO","Ghana","2.5",2008
"TCHO","Peru","2.5",2008
"TCHO","Madagascar","2.75",2008
"TCHO","Peru","2.5",2008
"Tejas","Madagascar","2.75",2012
"Tejas","Ecuador, Mad., PNG","3.0",2012
"Tejas","Papua New Guinea","3.0",2012
"Tejas","Dominican Republic","3.5",2012
"Tejas","Ecuador","3.25",2012
"Tejas","Peru","2.0",2012
"Tejas","Ecuador","3.25",2012
"Tejas","Bolivia","2.75",2012
"Tejas","Madagascar","3.0",2012
"Tejas","Mexico","3.25",2012
"Tejas","Brazil","2.75",2012
"Tejas","Venezuela","3.0",2012
"Tejas","Bolivia","3.25",2012
"Tejas","Brazil","3.5",2012
"Terroir","Peru","2.75",2015
"Terroir","Belize","3.75",2015
"Terroir","Madagascar","3.75",2015
"Terroir","Ecuador","3.25",2015
"Terroir","Domincan Republic","3.5",2015
"Terroir","Guatemala","3.75",2015
"Terroir","Ecuador","3.25",2014
"Terroir","Madagascar","3.75",2014
"Terroir","Uganda","3.75",2014
"The Barn","Peru","3.0",2015
"Theo","Congo","3.25",2012
"Theo","Madagascar","3.5",2007
"Theo","Ivory Coast","2.5",2007
"Theo","Ghana","3.0",2007
"Theo","Venezuela","2.0",2007
"Theo","Ghana, Panama, Ecuador","3.0",2007
"Theobroma","Peru","3.25",2015
"Timo A. Meyer","Belize","3.75",2016
"To'ak (Ecuatoriana)","Ecuador","3.25",2014
"Tobago Estate (Pralus)","Tobago","4.0",2012
"Tocoti","Bolivia","3.0",2012
"Tocoti","Venezuela","2.75",2011
"Tocoti","Dominican Republic","3.0",2011
"Treehouse","Dominican Republic","3.0",2014
"Tsara (Cinagra)","Madagascar","3.5",2011
"twenty-four blackbirds","Domincan Republic","2.75",2015
"twenty-four blackbirds","Ecuador","3.5",2015
"twenty-four blackbirds","Madagascar","3.5",2014
"twenty-four blackbirds","Dominican Republic","3.25",2013
"twenty-four blackbirds","Bolivia","2.5",2013
"twenty-four blackbirds","Dominican Republic","2.75",2011
"Two Ravens","Peru","3.0",2016
"Un Dimanche A Paris","Dominican Republic","3.75",2011
"Undone","Nicaragua","2.75",2014
"Undone","Dominican Republic","3.0",2014
"Upchurch","Madagascar","3.0",2016
"Upchurch","Tanzania","3.25",2016
"Urzi","Venezuela","3.25",2014
"Valrhona","Peru","4.0",2015
"Valrhona"," ","3.5",2013
"Valrhona","Dominican Republic","3.5",2013
"Valrhona","Venezuela","4.0",2012
"Valrhona"," ","3.25",2011
"Valrhona","Venezuela","4.0",2011
"Valrhona","Dominican Republic","3.75",2009
"Valrhona","Ecuador","3.75",2009
"Valrhona","Ghana","3.5",2009
"Valrhona","Venezuela, Carribean","3.0",2007
"Valrhona","Venezuela","3.75",2007
"Valrhona","Madagascar","4.0",2007
"Valrhona"," ","1.5",2007
"Valrhona","West Africa","2.5",2007
"Valrhona","West Africa","2.75",2007
"Valrhona","Venezuela","3.25",2007
"Valrhona","Carribean","3.0",2006
"Valrhona","South America","4.0",2006
"Valrhona","Trinidad","2.5",2006
"Valrhona","Venezuela","3.0",2006
"Valrhona","Madagascar","3.5",2006
"Vanleer (Barry Callebaut)","Ghana","2.5",2012
"Vanleer (Barry Callebaut)","Ghana","2.75",2012
"Vao Vao (Chocolaterie Robert)","Madagascar","2.75",2009
"Vao Vao (Chocolaterie Robert)","Madagascar","2.75",2009
"Vao Vao (Chocolaterie Robert)","Madagascar","2.75",2009
"Vao Vao (Chocolaterie Robert)","Madagascar","3.0",2009
"Vao Vao (Chocolaterie Robert)","Madagascar","3.0",2009
"Vao Vao (Chocolaterie Robert)","Madagascar","3.25",2009
"Vicuna","Bolivia","3.25",2015
"Vicuna","Bolivia","3.25",2015
"Videri","Dominican Republic","3.25",2014
"Videri","Trinidad","3.5",2014
"Videri","Ecuador","3.5",2014
"Videri","Central and S. America","3.75",2013
"Videri","Central and S. America","3.25",2012
"Vietcacao (A. Morin)","Vietnam","3.5",2012
"Vintage Plantations","Peru","3.0",2014
"Vintage Plantations (Tulicorp)","Ecuador","2.0",2007
"Vintage Plantations (Tulicorp)","Ecuador","2.0",2007
"Vintage Plantations (Tulicorp)","Ecuador","3.0",2007
"Vintage Plantations (Tulicorp)","Ecuador","3.0",2007
"Violet Sky","Madagascar","2.75",2015
"Violet Sky","Belize","3.0",2015
"Violet Sky","Venezuela","3.0",2015
"Violet Sky","Peru","3.25",2015
"Violet Sky","Guatemala","2.75",2015
"Vivra","Peru","2.5",2016
"Vivra","Venezuela","2.5",2016
"Vivra","Domincan Republic","3.0",2016
"Wellington Chocolate Factory","Dominican Republic","3.5",2016
"Wellington Chocolate Factory","Peru","3.5",2016
"Whittakers","Ghana","2.5",2011
"Wilkie's Organic","Peru","2.5",2013
"Wilkie's Organic","Peru","2.75",2013
"Wilkie's Organic","Peru","3.25",2013
"Wilkie's Organic","Peru","2.75",2013
"Willie's Cacao","Colombia","4.0",2016
"Willie's Cacao","Colombia","3.0",2014
"Willie's Cacao","Indonesia","2.25",2013
"Willie's Cacao","Madagascar","3.0",2010
"Willie's Cacao","Venezuela","3.5",2010
"Willie's Cacao","Indonesia","3.75",2010
"Willie's Cacao","Peru","3.0",2009
"Willie's Cacao","Venezuela","3.25",2009
"Wm","Venezuela","3.0",2016
"Wm","Bolivia","3.5",2016
"Wm","Ghana","3.75",2016
"Woodblock","Peru","3.0",2014
"Woodblock","Ecuador","3.25",2013
"Woodblock","Trinidad","3.5",2013
"Woodblock","Ecuador","2.5",2012
"Woodblock","Costa Rica","3.0",2012
"Woodblock","Madagascar","3.25",2012
"Woodblock","Venezuela","4.0",2011
"Woodblock","Dominican Republic","3.5",2011
"Xocolat","Dominican Republic","3.0",2013
"Xocolla","Madagascar","2.75",2017
"Xocolla","Dominican Republic","2.5",2017
"Zak's","Papua New Guinea","3.0",2015
"Zak's","Domincan Republic","3.25",2015
"Zak's","Madagascar","3.25",2015
"Zak's","Peru","3.25",2015
"Zak's","Belize","3.5",2015
"Zak's"," ","3.0",2015
"Zart Pralinen","Madagascar","3.5",2016
"Zart Pralinen","Ecuador","2.75",2016
"Zart Pralinen","Trinidad","2.75",2016
"Zart Pralinen","Tanzania","3.0",2016
"Zart Pralinen","Tanzania","3.5",2016
"Zart Pralinen","Trinidad","3.5",2016
"Zokoko","Solomon Islands","3.75",2016
"Zokoko"," ","3.25",2016
"Zokoko","Bolivia","3.5",2011
"Zokoko","Papua New Guinea","3.5",2011
"Zokoko","Bolivia","3.75",2011
"Zotter"," ","2.75",2014
"Zotter","Panama","3.5",2012
"Zotter"," ","3.5",2012
"Zotter","Peru","3.0",2012
"Zotter","Peru","3.5",2012
"Zotter","Dominican Republic","3.75",2012
"Zotter","Ecuador","3.0",2012
"Zotter","Papua New Guinea","3.0",2012
"Zotter","Bolivia","3.25",2012
"Zotter","Dominican Republic","3.75",2012
"Zotter","Congo","3.25",2012
"Zotter"," ","3.5",2012
"Zotter","Peru","3.75",2011
"Zotter","Congo","3.0",2011
"Zotter","India","3.5",2011
"Zotter","India","3.25",2011
"Zotter","Brazil","3.0",2010
"metad agricultural developmet plc","Ethiopia","4.42",2015
"metad agricultural developmet plc","Ethiopia","4.34",2015
NULL,"Guatemala","4.25",2010
"yidnekachew debessa coffee plantation","Ethiopia","4.29",2015
"metad agricultural developmet plc","Ethiopia","4.25",2015
NULL,"Brazil","4.21",2013
"richmond investment-coffee department","Peru","4.25",2012
NULL,"Ethiopia","4.17",2010
NULL,"Ethiopia","4.34",2010
"diamond enterprise plc","Ethiopia","4.29",2015
"fahem coffee plantation","Ethiopia","4.34",2015
"coffee quality institute","United States","4.21",2015
"coffee quality institute","United States","4.34",2015
NULL,"United States (Hawaii)","4.21",2010
NULL,"Ethiopia","4.17",2010
"coffee quality institute","United States","4.25",2015
NULL,"Indonesia","4.13",2010
NULL,"Ethiopia","4.17",2010
"yunnan coffee exchange","China","4.13",2016
"essence coffee","Ethiopia","4.09",2015
"coffee quality institute","United States","4.13",2015
"the coffee source inc.","Costa Rica","4.13",2014
NULL,"Mexico","4.13",2012
"coffee quality institute","United States","4.17",2015
NULL,"Ethiopia","4.09",2013
"nucoffee","Brazil","4.25",2011
NULL,"Ethiopia","4.13",2010
"kabum trading company","Uganda","4.09",2014
"cigrah s.a de c.v","Honduras","4.04",2017
"taiwan coffee laboratory","Taiwan","4.0",2016
NULL,"Nicaragua","4.13",2010
NULL,"Tanzania, United Republic Of","4.09",2013
"nucoffee","Brazil","4.09",2011
"exclusive coffees s.a.","Costa Rica","3.92",2015
"haider abamecha coffee export","Ethiopia","4.04",2015
"c dorman ltd","Kenya","4.0",2014
"kona pacific farmers cooperative","United States (Hawaii)","4.09",2012
NULL,"United States (Hawaii)","4.21",2011
NULL,"Ethiopia","3.88",2010
"coffee quality institute","United States","4.09",2015
"lanna cafe","Thailand","4.17",2012
NULL,"Brazil","3.96",2011
NULL,"Brazil","3.96",2011
"taiwan coffee laboratory","Taiwan","4.09",2015
"keremara limited","Kenya","4.04",2015
"nucoffee","Brazil","4.0",2011
"ucda","Uganda","4.04",2014
"lusso coffee lab","Colombia","3.96",2014
"lusso coffee lab","Kenya","4.09",2014
"kawacom uganda ltd","Uganda","4.0",2012
NULL,"Ethiopia","4.04",2010
NULL,"United States (Hawaii)","4.09",2010
"unex guatemala, s.a.","Guatemala","4.04",2016
"kawacom uganda ltd","Uganda","4.09",2014
"exportadora de cafe condor s.a","Colombia","4.0",2013
"ce specialty s.a.","Panama","4.0",2017
"ibrahim hussien specality coffee product & exporter","Ethiopia","4.04",2015
"sertrasa","Guatemala","4.0",2012
"unicafe","Guatemala","4.0",2012
"seid damtew coffee planation","Ethiopia","4.0",2017
"sustainable harvest","Peru","4.0",2014
"cqi","Papua New Guinea","4.21",2012
"atlantic specialty coffee","El Salvador","4.09",2013
"lusso coffee lab","El Salvador","4.0",2013
"kona pacific farmers cooperative","United States (Hawaii)","4.0",2012
"essence coffee","Panama","3.88",2015
"essence coffee","Kenya","3.96",2015
"assefa belay coffee producer","Ethiopia","4.0",2015
"kyagalanyi coffee ltd","Uganda","3.96",2014
"exportcafe","Guatemala","3.92",2013
"assefa belay coffee producer","Ethiopia","3.92",2015
"great lakes coffee","Uganda","4.0",2014
"kona pacific farmers cooperative","United States (Hawaii)","3.96",2012
"nucoffee","Brazil","4.0",2011
NULL,"El Salvador","3.92",2010
"yunnan coffee exchange","China","4.0",2016
"essence coffee","Guatemala","3.88",2015
"the coffee source inc.","Costa Rica","4.04",2014
"the coffee source inc.","Costa Rica","3.79",2014
"rashid moledina & co. (msa) ltd","Kenya","4.04",2013
"ibero kenya limited","Kenya","3.96",2013
NULL,"Ethiopia","3.92",2010
NULL,"Ethiopia","3.92",2010
"unex guatemala, s.a.","Guatemala","3.96",2016
"exportadora de cafe condor s.a","Colombia","3.96",2015
"ecom cca sa","Colombia","4.04",2014
"nomura trading co., ltd.","Indonesia","3.92",2012
"the coffee source inc.","Guatemala","4.0",2012
"seid damtew coffee planation","Ethiopia","4.0",2016
"carcafe ltda","Colombia","3.92",2015
"the specialty coffee appraisers institute of asia","Ethiopia","4.0",2014
"kona pacific farmers cooperative","United States (Hawaii)","3.92",2014
"carcafe ltda","Colombia","4.0",2012
NULL,"United States (Hawaii)","4.09",2010
NULL,"Ethiopia","4.0",2010
NULL,"United States (Hawaii)","3.96",2010
"kyagalanyi coffee ltd","Uganda","3.96",2017
"racafe & cia s.c.a","Colombia","3.96",2017
"bold coast coffee","Costa Rica","4.0",2017
"cafetal el equimite, rancho agroecológico, s.p.r. de r.l.","Mexico","4.0",2016
"c dorman ltd","Kenya","3.92",2016
"rashid moledina & co. (msa) ltd","Kenya","3.92",2013
"nucoffee","Brazil","4.0",2012
NULL,"Mexico","4.09",2011
NULL,"United States (Hawaii)","3.96",2011
NULL,"Guatemala","4.04",2010
"racafe & cia s.c.a","Colombia","3.96",2016
"racafe & cia s.c.a","Colombia","3.92",2015
"taiwan coffee laboratory","Taiwan","3.92",2015
"taylor winch (t) ltd","Tanzania, United Republic Of","3.92",2014
"racafe & cia s.c.a","Colombia","3.96",2012
NULL,"Mexico","4.0",2012
"nucoffee","Brazil","3.96",2011
"nucoffee","Brazil","4.0",2011
NULL,"Kenya","3.84",2010
"taiwan coffee laboratory","Taiwan","3.79",2016
"kawacom uganda ltd","Uganda","3.96",2014
"kona pacific farmers cooperative","United States (Hawaii)","3.88",2012
NULL,"Ethiopia","3.96",2010
NULL,"Ethiopia","3.96",2010
"matsuzawa coffee","Thailand","3.88",2016
"c dorman ltd","Kenya","3.92",2015
"cadexsa","Honduras","3.88",2014
NULL,"El Salvador","4.0",2011
NULL,"Nicaragua","3.79",2010
"cafetalera del pacifico","El Salvador","3.92",2017
"pt. shriya artha nusantara","Indonesia","3.92",2016
